Date,Adj Close,Close,High,Low,Open,Volume
2005-01-03,81.84712219238281,120.30000305175781,121.76000213623047,119.9000015258789,121.55999755859375,55748000
2005-01-04,80.84700775146484,118.83000183105469,120.54000091552734,118.44000244140625,120.45999908447266,69167600
2005-01-05,80.28907775878906,118.01000213623047,119.25,118.0,118.73999786376953,65667300
2005-01-06,80.69728088378906,118.61000061035156,119.1500015258789,118.26000213623047,118.44000244140625,47814700
2005-01-07,80.58167266845703,118.44000244140625,119.2300033569336,118.12999725341797,118.97000122070312,55847700
2005-01-10,80.96267700195312,119.0,119.45999908447266,118.33999633789062,118.33999633789062,56563300
2005-01-11,80.40479278564453,118.18000030517578,118.73999786376953,117.98999786376953,118.63999938964844,63099700
2005-01-12,80.67011260986328,118.56999969482422,118.83999633789062,117.5199966430664,118.4000015258789,72720500
2005-01-13,80.02377319335938,117.62000274658203,118.7300033569336,117.5,118.63999938964844,55537500
2005-01-14,80.4455795288086,118.23999786376953,118.52999877929688,117.76000213623047,117.97000122070312,42032500
2005-01-18,81.28242492675781,119.47000122070312,119.62000274658203,117.94999694824219,118.05000305175781,57391700
2005-01-19,80.43195343017578,118.22000122070312,119.5199966430664,118.20999908447266,119.43000030517578,54378900
2005-01-20,79.9421157836914,117.5,118.19999694824219,117.29000091552734,117.88999938964844,72049300
2005-01-21,79.4522705078125,116.77999877929688,118.0,116.6500015258789,117.79000091552734,63160400
2005-01-24,79.29574584960938,116.55000305175781,117.33999633789062,116.37000274658203,117.08999633789062,58441900
2005-01-25,79.5202865600586,116.87999725341797,117.47000122070312,116.72000122070312,116.91000366210938,68245000
2005-01-26,79.75843048095703,117.2300033569336,117.5999984741211,117.04000091552734,117.31999969482422,57195100
2005-01-27,79.89448547363281,117.43000030517578,117.75,116.9800033569336,117.19000244140625,55878800
2005-01-28,79.89448547363281,117.43000030517578,117.55000305175781,116.61000061035156,117.48999786376953,60738900
2005-01-31,80.39115142822266,118.16000366210938,118.25,117.70999908447266,117.94999694824219,52532700
2005-02-01,80.90144348144531,118.91000366210938,119.08000183105469,118.0999984741211,118.25,49841200
2005-02-02,81.14636993408203,119.2699966430664,119.58999633789062,118.9000015258789,119.05999755859375,52468900
2005-02-03,80.93540954589844,118.95999908447266,119.16000366210938,118.56999969482422,119.05999755859375,48837100
2005-02-04,81.79949951171875,120.2300033569336,120.43000030517578,118.9800033569336,119.0,50024600
2005-02-07,81.69065856933594,120.06999969482422,120.5199966430664,119.95999908447266,120.25,45412000
2005-02-08,81.785888671875,120.20999908447266,120.6500015258789,120.06999969482422,120.16999816894531,39263500
2005-02-09,81.17359161376953,119.30999755859375,120.48999786376953,119.25,120.41999816894531,55279400
2005-02-10,81.46611785888672,119.73999786376953,120.0199966430664,119.26000213623047,119.66000366210938,45858600
2005-02-11,82.16690826416016,120.7699966430664,121.04000091552734,119.45999908447266,119.69999694824219,53133000
2005-02-14,82.10565948486328,120.68000030517578,120.86000061035156,120.4800033569336,120.69000244140625,32432100
2005-02-15,82.41181182861328,121.12999725341797,121.43000030517578,120.68000030517578,120.80000305175781,43852700
2005-02-16,82.46623229980469,121.20999908447266,121.45999908447266,120.66999816894531,120.93000030517578,55523000
2005-02-17,81.79949951171875,120.2300033569336,121.33000183105469,120.22000122070312,121.2300033569336,58124000
2005-02-18,81.90836334228516,120.38999938964844,120.4800033569336,119.9000015258789,120.23999786376953,47723300
2005-02-22,80.69050598144531,118.5999984741211,120.47000122070312,118.58000183105469,119.9000015258789,80697600
2005-02-23,81.26880645751953,119.44999694824219,119.56999969482422,118.62000274658203,118.93000030517578,68292600
2005-02-24,81.80630493164062,120.23999786376953,120.31999969482422,118.9800033569336,119.23999786376953,68563600
2005-02-25,82.61592102050781,121.43000030517578,121.66999816894531,120.18000030517578,120.2699966430664,60899900
2005-02-28,82.07164001464844,120.62999725341797,121.30000305175781,120.04000091552734,121.1500015258789,69381300
2005-03-01,82.47985076904297,121.2300033569336,121.5199966430664,120.77999877929688,120.81999969482422,47294400
2005-03-02,82.43901824951172,121.16999816894531,121.93000030517578,120.6500015258789,120.76000213623047,64226500
2005-03-03,82.47308349609375,121.22000122070312,121.9000015258789,120.69999694824219,121.66000366210938,61230800
2005-03-04,83.50039672851562,122.7300033569336,122.83000183105469,121.79000091552734,122.05000305175781,56168500
