Date,Adj Close,Close,High,Low,Open,Volume
2014-01-02,149.42628479003906,182.9199981689453,184.07000732421875,182.47999572753906,183.97999572753906,119636900
2014-01-03,149.40176391601562,182.88999938964844,183.60000610351562,182.6300048828125,183.22999572753906,81390600
2014-01-06,148.9687957763672,182.36000061035156,183.55999755859375,182.0800018310547,183.49000549316406,108028200
2014-01-07,149.8837890625,183.47999572753906,183.7899932861328,182.9499969482422,183.08999633789062,86144200
2014-01-08,149.91644287109375,183.52000427246094,183.8300018310547,182.88999938964844,183.4499969482422,96582300
2014-01-09,150.0144500732422,183.63999938964844,184.1300048828125,182.8000030517578,184.11000061035156,90683400
2014-01-10,150.42286682128906,184.13999938964844,184.22000122070312,183.00999450683594,183.9499969482422,102026400
2014-01-13,148.42149353027344,181.69000244140625,184.17999267578125,181.33999633789062,183.6699981689453,149892000
2014-01-14,150.03892517089844,183.6699981689453,183.77000427246094,181.9499969482422,182.2899932861328,105016100
2014-01-15,150.84768676757812,184.66000366210938,184.94000244140625,183.7100067138672,184.10000610351562,98525800
2014-01-16,150.651611328125,184.4199981689453,184.66000366210938,183.8300018310547,184.27999877929688,72290600
2014-01-17,150.0144500732422,183.63999938964844,184.4499969482422,183.32000732421875,184.10000610351562,107848700
2014-01-21,150.45555114746094,184.17999267578125,184.77000427246094,183.0500030517578,184.6999969482422,88621200
2014-01-22,150.55360412597656,184.3000030517578,184.57000732421875,183.91000366210938,184.49000549316406,61270900
2014-01-23,149.320068359375,182.7899932861328,183.39999389648438,181.82000732421875,183.3699951171875,132496900
2014-01-24,146.1342010498047,178.88999938964844,181.66000366210938,178.8300018310547,181.60000610351562,208677100
2014-01-27,145.4153289794922,178.00999450683594,179.52000427246094,177.1199951171875,179.05999755859375,180843100
2014-01-28,146.28131103515625,179.07000732421875,179.3000030517578,178.1199951171875,178.13999938964844,110463200
2014-01-29,144.87620544433594,177.35000610351562,178.5500030517578,176.8800048828125,177.5800018310547,216597300
2014-01-30,146.41192626953125,179.22999572753906,179.80999755859375,178.25999450683594,178.8300018310547,118938100
2014-01-31,145.55419921875,178.17999267578125,179.2899932861328,176.9199981689453,177.00999450683594,194677900
2014-02-03,142.27847290039062,174.1699981689453,178.3699951171875,173.8300018310547,177.97000122070312,254837100
2014-02-04,143.27503967285156,175.38999938964844,175.83999633789062,174.11000061035156,174.9499969482422,165012400
2014-02-05,143.0953826904297,175.1699981689453,175.55999755859375,173.7100067138672,174.77999877929688,164230500
2014-02-06,144.9823760986328,177.47999572753906,177.47999572753906,175.22000122070312,175.5800018310547,132877600
2014-02-07,146.77951049804688,179.67999267578125,179.8699951171875,177.72999572753906,178.30999755859375,170787200
2014-02-10,147.04905700683594,180.00999450683594,180.07000732421875,179.2100067138672,179.6999969482422,92218800
2014-02-11,148.65843200683594,181.97999572753906,182.44000244140625,180.0399932861328,180.16000366210938,117814100
